model,layer,normalized_depth,pooling,record_type,basis,k,seed,source_language,target_language,metric,value,n_train,n_eval
Qwen/Qwen2.5-0.5B,0,0.0,last_token,subspace_variance,language_subspace,1,,,,cumulative_explained_variance,0.9968050924800739,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,subspace_variance,language_subspace,2,,,,cumulative_explained_variance,0.9990644460408737,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,subspace_variance,language_subspace,3,,,,cumulative_explained_variance,0.9999999999999998,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,en,ko,r1,0.00390625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,en,ko,mrr,0.014996462888940385,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,en,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,en,ja,mrr,0.011105388016606972,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,en,zh,r1,0.0078125,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,en,zh,mrr,0.024161923170655044,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ko,en,r1,0.00390625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ko,en,mrr,0.013758199859964921,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ko,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ko,ja,mrr,0.010688744788777517,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ko,zh,r1,0.001953125,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ko,zh,mrr,0.01641005735491923,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ja,en,r1,0.001953125,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ja,en,mrr,0.011748921423374475,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ja,ko,r1,0.001953125,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ja,ko,mrr,0.01205798762146516,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ja,zh,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,ja,zh,mrr,0.005367965104129621,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,zh,en,r1,0.009765625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,zh,en,mrr,0.026578738646823266,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,zh,ko,r1,0.005859375,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,zh,ko,mrr,0.02061798731466394,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,zh,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,raw,0,,zh,ja,mrr,0.007600510148682141,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,language_probe,raw,0,,,,accuracy,0.52197265625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,language_probe,raw,0,,,,macro_f1,0.39492822803036226,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,en,ko,r1,0.00390625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,en,ko,mrr,0.01526670889914695,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,en,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,en,ja,mrr,0.0071677130542442905,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,en,zh,r1,0.01171875,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,en,zh,mrr,0.02283186609435168,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ko,en,r1,0.00390625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ko,en,mrr,0.015742344532969136,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ko,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ko,ja,mrr,0.006743790097918078,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ko,zh,r1,0.00390625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ko,zh,mrr,0.013377464680200827,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ja,en,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ja,en,mrr,0.005564000967342374,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ja,ko,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ja,ko,mrr,0.006580567904287079,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ja,zh,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,ja,zh,mrr,0.005376749217679082,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,zh,en,r1,0.0078125,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,zh,en,mrr,0.022072217109871575,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,zh,ko,r1,0.001953125,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,zh,ko,mrr,0.013994439941162153,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,zh,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,language_subspace,1,,zh,ja,mrr,0.007028764329024461,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,language_probe,language_subspace,1,,,,accuracy,0.5185546875,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,language_probe,language_subspace,1,,,,macro_f1,0.3891137129980064,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,en,ko,r1,0.00390625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,en,ko,mrr,0.015601754270868932,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,en,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,en,ja,mrr,0.0073201873397554275,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,en,zh,r1,0.009765625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,en,zh,mrr,0.021220462651608804,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ko,en,r1,0.00390625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ko,en,mrr,0.015690454867130513,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ko,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ko,ja,mrr,0.006780628149679108,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ko,zh,r1,0.00390625,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ko,zh,mrr,0.013716914650154767,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ja,en,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ja,en,mrr,0.005329554890844036,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ja,ko,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ja,ko,mrr,0.006580583170883662,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ja,zh,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,ja,zh,mrr,0.005378605198410498,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,zh,en,r1,0.0078125,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,zh,en,mrr,0.02067888537052972,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,zh,ko,r1,0.001953125,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,zh,ko,mrr,0.01353516401161417,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,zh,ja,r1,0.0,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,top_pca,1,,zh,ja,mrr,0.007152010831453475,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,language_probe,top_pca,1,,,,accuracy,0.521484375,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,language_probe,top_pca,1,,,,macro_f1,0.393957094218435,1024,2048
Qwen/Qwen2.5-0.5B,0,0.0,last_token,retrieval,random,1,0,en,ko,r1,0.00390625,1024,2048
